"","term","pos.neg"
"39302","self-doubt","negative"
"39303","self-effac","negative"
"39304","self-esteem","positive"
"39305","self-exalt","positive"
"39306","self-fulfil","positive"
"39307","self-hatr","negative"
"39308","self-import","positive"
"39309","self-indulg","negative"
"39310","self-lov","positive"
"39311","self-motiv","positive"
"39312","self-piti","negative"
"39313","self-prid","positive"
"39314","self-reproach","negative"
"39316","self-satisfi","positive"
"39378","sell","positive"
"39395","seller","positive"
"39398","semant","negative"
"39399","semblanc","negative"
"39400","semen","positive"
"39401","semest","positive"
"39402","semi-truck","positive"
"39405","semiannu","positive"
"39407","semiautomat","positive"
"39410","semicircl","positive"
"39411","semiconductor","negative"
"39413","semidark","negative"
"39416","semiotician","negative"
"39417","semiot","negative"
"39418","semiquav","positive"
"39420","semiton","negative"
"39422","senat","positive"
"39440","sender","positive"
"39442","sendup","negative"
"39443","senega","negative"
"39446","senesch","negative"
"39459","senokot","negative"
"39460","sen","positive"
"39468","sens","positive"
"39498","sensor","positive"
"39500","sensorium","negative"
"39501","sensori","positive"
"39508","sensual","positive"
"39511","sensualist","positive"
"39515","sentenc","positive"
"39518","sententi","positive"
"39519","sentienc","positive"
"39520","sentient","positive"
"39527","sentinel","negative"
"39528","sentri","negative"
"39529","sep","negative"
"39530","sepal","negative"
"39543","sepracor","positive"
"39544","sept","negative"
"39545","septemb","negative"
"39546","septic","negative"
"39553","septoplasti","negative"
"39554","septra","positive"
"39555","septuagenarian","positive"
"39556","septum","negative"
"39557","sepulch","negative"
"39558","sepultur","negative"
"39559","sequel","positive"
"39560","sequenc","positive"
"39561","sequest","negative"
"39565","sequestr","negative"
"39568","sere","negative"
"39574","serf","negative"
"39575","serfdom","negative"
"39576","serfhood","negative"
"39577","sergeant","positive"
"39578","sergent","negative"
"39581","seric","negative"
"39582","seriema","negative"
"39583","seri","negative"
"39600","serologist","positive"
"39601","serolog","positive"
"39605","serpent","negative"
"39608","servant","negative"
"39612","serv","positive"
"39626","server","positive"
"39628","servic","positive"
"39639","servitor","positive"
"39644","session","positive"
"39645","set","positive"
"39646","set-apart","negative"
"39671","setos","negative"
"39679","seven","negative"
"39683","seventh","positive"
"39685","seventi","positive"
"39740","sew","negative"
"39744","sewag","negative"
"39749","sewer","negative"
"39755","sex","positive"
"39767","sexagenarian","positive"
"39769","sexism","negative"
"39770","sexist","positive"
"39772","sexpot","negative"
"39773","sextant","positive"
"39775","sexual","positive"
"39820","shack","negative"
"39822","shade","negative"
"39827","shadow","negative"
"39833","shaft","negative"
"39836","shakabl","positive"
"39840","shakeabl","positive"
"39841","shakedown","positive"
"39843","shakili","negative"
"39847","shako","negative"
"39856","shamefac","negative"
"39857","shamefaced","negative"
"39861","shampoo","negative"
"39863","shamrock","negative"
"39868","shanghai","positive"
"39870","shanhaiguan","negative"
"39871","shanti","positive"
"39872","shape","positive"
"39876","shapeless","negative"
"39878","shapeshift","positive"
"39880","shard","positive"
"39881","share","positive"
"39894","sharehold","positive"
"39895","sharewar","positive"
"39921","sharpen","positive"
"39924","sharpi","positive"
"39927","shatranj","positive"
"39930","shave","negative"
"39936","shaver","negative"
"39939","shawl","positive"
"39940","shear","negative"
"39944","sheath","negative"
"39945","sheav","positive"
"39948","sheehan","negative"
"39949","sheehi","negative"
"39950","sheeni","negative"
"39951","sheep","positive"
"39954","sheepish","negative"
"39956","sheeplik","positive"
"39957","sheepskin","positive"
"39959","sheer","negative"
"39964","sheesh","negative"
"39965","sheet","positive"
"39968","shelf","positive"
"39970","shell-shock","negative"
"39975","shelter","positive"
"39979","shelti","negative"
"39980","shenanigan","negative"
"39981","shepherd","positive"
"39982","shepherdess","positive"
"39983","shepherdless","negative"
"39985","shew","positive"
"39986","shiatsu","negative"
"39989","shift","positive"
"39993","shiftless","negative"
"39994","shigellosi","negative"
"39995","shill","positive"
"39998","shin","negative"
"40002","shinbon","positive"
"40011","shineth","positive"
"40012","shingl","positive"
"40017","shinjitai","negative"
"40018","shinni","positive"
"40024","ship","positive"
"40033","shipment","positive"
"40036","shirt","positive"
"40040","shite","negative"
"40041","shithead","negative"
"40043","shitti","negative"
"40045","shiveri","negative"
"40046","shmoos","positive"
"40047","shmooz","positive"
"40054","shod","negative"
"40055","shodden","negative"
"40059","shoe","positive"
"40067","shoelac","positive"
"40068","shoestr","negative"
"40069","shogi","positive"
"40070","shoo","negative"
"40072","shoot","negative"
"40087","shooter","negative"
"40092","shop","positive"
"40102","shoplift","negative"
"40104","shopper","positive"
"40108","shopworn","negative"
"40109","shore","negative"
"40113","shorebird","positive"
"40134","shortcut","positive"
"40135","shorten","positive"
"40139","shortest","negative"
"40141","shorthand","negative"
"40146","shot","positive"
"40148","shotgun","negative"
"40152","shoulder","negative"
"40160","shout","negative"
"40163","shove","positive"
"40166","show","positive"
"40188","shower","negative"
"40197","showmanship","positive"
"40198","showpiec","positive"
"40199","showstopp","positive"
"40200","showtim","positive"
"40207","shrewd","positive"
"40214","shrimper","positive"
"40215","shrine","positive"
"40216","shrink","negative"
"40217","shrinkag","negative"
"40220","shrub","positive"
"40225","shrubberi","negative"
"40228","shrunken","negative"
"40229","shtik","positive"
"40230","shtriga","negative"
"40231","shudder","negative"
"40232","shudderi","negative"
"40236","shulgin","negative"
"40240","shuriken","positive"
"40242","shut","negative"
"40251","shutoff","negative"
"40252","shutter","negative"
"40262","shuttl","positive"
"40263","shi","negative"
"40264","shyli","negative"
"40265","shyness","negative"
"40266","shyster","negative"
"40269","sibil","positive"
"40271","sibl","positive"
"40273","sibyl","positive"
"40282","sickish","negative"
"40284","sicklepod","positive"
"40289","side","positive"
"40300","sideboard","positive"
"40301","sidelin","negative"
"40302","sidelong","negative"
"40303","sideroxylon","positive"
"40304","sidespin","positive"
"40305","sidesplitt","negative"
"40307","sidewalk","negative"
"40308","sideway","positive"
"40309","sidh","negative"
"40311","sieberi","positive"
"40314","siesta","negative"
"40315","sigh","negative"
"40317","sight","positive"
"40321","sightse","positive"
"40322","sightseer","negative"
"40324","sigmoidoscop","positive"
"40325","sign","positive"
"40340","signatur","positive"
"40343","signboard","positive"
"40352","signior","positive"
"40353","silambam","negative"
"40354","silast","negative"
"40355","silat","negative"
"40356","sildenafil","negative"
"40358","silenc","positive"
"40364","silica","negative"
"40365","silicon","negative"
"40373","silk","negative"
"40387","sill","negative"
"40390","silt","negative"
"40392","silvaden","negative"
"40393","silver","positive"
"40394","silver-tongu","negative"
"40403","silverdom","positive"
"40404","silverfish","negative"
"40405","silversmith","positive"
"40407","silverwork","negative"
"40408","silveri","negative"
"40410","simia","positive"
"40414","simil","positive"
"40415","similitud","negative"
"40416","simmer","negative"
"40421","simper","positive"
"40430","simpleton","positive"
"40431","simplicit","positive"
"40432","simplic","positive"
"40433","simplif","positive"
"40437","simpli","negative"
"40441","simulacrum","negative"
"40442","simul","negative"
"40445","simuliida","negative"
"40446","simultan","positive"
"40453","sine","positive"
"40455","sinewi","positive"
"40460","sing","positive"
"40471","singer","positive"
"40477","singersongwrit","positive"
"40481","singl","positive"
"40495","singular","positive"
"40503","sinker","positive"
"40504","sinkiang","negative"
"40510","sinner","negative"
"40511","sinn","positive"
"40517","sinuat","negative"
"40518","sinuous","negative"
"40520","sioux","positive"
"40523","sip","positive"
"40525","sir","positive"
"40532","sire","positive"
"40533","siren","negative"
"40534","sirloin","positive"
"40535","sisler","negative"
"40536","sissifi","negative"
"40537","sister","positive"
"40539","sit","positive"
"40576","sitcom","positive"
"40587","situp","positive"
"40589","six","negative"
"40595","sixth","positive"
"40597","sixti","negative"
"40599","sizabl","positive"
"40600","size","positive"
"40603","sizeabl","positive"
"40605","sizzl","positive"
"40606","skag","negative"
"40607","skank","negative"
"40608","skanki","negative"
"40612","skateboard","negative"
"40614","skedaddl","negative"
"40615","skelet","negative"
"40626","sketch","positive"
"40628","skew","negative"
"40631","ski","negative"
"40635","skid","negative"
"40637","skier","negative"
"40638","skiff","positive"
"40640","skil","positive"
"40652","skimmer","negative"
"40653","skimp","positive"
"40654","skin","negative"
"40679","skinhead","negative"
"40680","skink","negative"
"40683","skip","negative"
"40688","skirmish","negative"
"40689","skirt","positive"
"40691","skitter","negative"
"40693","skreigh","negative"
"40695","skulker","negative"
"40696","skull","positive"
"40700","skunk","positive"
"40701","sky","positive"
"40707","skylight","positive"
"40708","skyscrap","positive"
"40711","slacker","negative"
"40713","slake","negative"
"40714","slam","positive"
"40716","slammer","negative"
"40722","slang","negative"
"40725","slant","positive"
"40727","slapdash","negative"
"40728","slaphappi","negative"
"40731","slate","positive"
"40732","slather","negative"
"40733","slattern","negative"
"40738","slavelik","positive"
"40739","slaveri","negative"
"40740","slavish","positive"
"40741","slavophil","positive"
"40742","slay","negative"
"40743","slayer","negative"
"40745","sleaz","negative"
"40750","sleep","negative"
"40779","sleeper","negative"
"40781","sleepili","negative"
"40782","sleepi","negative"
"40791","sleepov","positive"
"40792","sleepwalk","negative"
"40795","sleet","positive"
"40796","sleeveless","negative"
"40797","sleigh","negative"
"40798","sleight","positive"
"40799","slender","positive"
"40800","slice","negative"
"40806","slicker","negative"
